status	maker	name	type	licence_state	licence_note	schematic_url	schematic_checked	repo_url	instructions_url	store_url
HAVE - main table	Mutable Instruments	Ripples	Liquid 4-pole filter	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/ripples_original/downloads/ripples_v40.pdf		https://github.com/pichenettes/eurorack/tree/master/ripples		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Shades	Triple attenuverter	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/shades_original/downloads/shades_v30.pdf		https://github.com/pichenettes/eurorack/tree/master/shades		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Shelves	EQ / filter	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/shelves/downloads/shelves_v05.pdf		https://github.com/pichenettes/eurorack/tree/master/shelves		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Stages	Segment generator	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/stages/downloads/stages_v70.pdf		https://github.com/pichenettes/eurorack/tree/master/stages		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Streams	Dual dynamics gate	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/streams/downloads/streams_v05.pdf		https://github.com/pichenettes/eurorack/tree/master/streams		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Tides	Tidal modulator / oscillator	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/tides_original/downloads/tides1_v40.pdf		https://github.com/pichenettes/eurorack/tree/master/tides		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Tides (2018)	Tidal modulator / oscillator	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/tides_2018/downloads/tides_v40.pdf		https://github.com/pichenettes/eurorack/tree/master/tides2		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Veils	Quad VCA	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/veils_2020/downloads/veils_v110.pdf		https://github.com/pichenettes/eurorack/tree/master/veils		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Warps	Meta-modulator	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/warps/downloads/warps_v30.pdf		https://github.com/pichenettes/eurorack/tree/master/warps		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mutable Instruments	Yarns	MIDI interface	Open source	Hardware CC BY-SA 3.0, code MIT	https://pichenettes.github.io/mutable-instruments-documentation/modules/yarns/downloads/yarns_v03.pdf		https://github.com/pichenettes/eurorack/tree/master/yarns		https://oddvolt.com/collections/for-mutable-instruments
HAVE - main table	Mystic Circuits	0HP 0ttenuator	Inline attenuator	Proprietary	No licence published	https://github.com/mysticcircuits/0HP_Modular/tree/master/Hardware/0HP%200ttenuator			https://github.com/mysticcircuits/0HP_Modular/tree/master/Build_Instructions/0HP_0ttenuator	https://www.mysticcircuits.com/product/0hp-0ttenuator-diy
HAVE - main table	Mystic Circuits	0HP AND Gate / VCA	Inline analog AND / VCA	Proprietary	No licence published	https://github.com/mysticcircuits/0HP_Modular/tree/master/Hardware/0HP%20AND%20Gate			https://github.com/mysticcircuits/0HP_Modular/tree/master/Build_Instructions/0HP_AND_GATE	https://www.mysticcircuits.com/product/0hp-and-gate-full-kit
HAVE - main table	Mystic Circuits	0HP EYEtenuator	Dual light-sensor attenuator	Proprietary	No licence published	https://github.com/mysticcircuits/0HP_Modular/tree/master/Hardware/0HP%20EYEtenuator			https://github.com/mysticcircuits/0HP_Modular/tree/master/Build_Instructions/0HP_EYEtenuator	https://www.mysticcircuits.com/product/0hp-eyetenuator-full-kit
HAVE - main table	Mystic Circuits	0HP Filter	Inline low-pass filter / clipper	Proprietary	No licence published	https://github.com/mysticcircuits/0HP_Modular/tree/master/Hardware/0HP%20Filter			https://github.com/mysticcircuits/0HP_Modular/tree/master/Build_Instructions/0HP_Filter	https://www.mysticcircuits.com/product/0hp-filter-full-kit
HAVE - main table	Mystic Circuits	0HP OR Gate	Inline analog OR / combiner	Proprietary	No licence published	https://github.com/mysticcircuits/0HP_Modular/tree/master/Hardware/0HP%20OR%20Gate			https://github.com/mysticcircuits/0HP_Modular/tree/master/Build_Instructions/0HP_OR_GATE	https://www.mysticcircuits.com/product/0hp-or-gate-full-kit
HAVE - main table	Mystic Circuits	0HP Vactrol LPG/VCA	Inline vactrol LPG / VCA	Proprietary	No licence published	https://github.com/mysticcircuits/0HP_Modular/tree/master/Hardware/0HP%20Vactrol%20LPG-VCA			https://github.com/mysticcircuits/0HP_Modular/tree/master/Build_Instructions/0HP_Vactrol_LPG_VCA	https://www.mysticcircuits.com/product/0hp-vactrol-lpg-vca-full-kit
HAVE - main table	PaulStoffregen	O_C (Teensy 4.1)	Multi-function	Proprietary	No open licence published, treat as all rights reserved	https://github.com/PaulStoffregen/O_C_T41		https://github.com/PaulStoffregen/O_C_T41	https://github.com/PaulStoffregen/O_C_T41	https://www.thonk.co.uk/shop/cctv-ornament-and-crime/
HAVE - main table	Sluisbrinkie	Toepler+	Programmable RP2040 digital voice	Open source	CC BY-SA 4.0 on the design files			https://github.com/niektb/sluisbrinkie-eurorack-published	https://github.com/niektb/sluisbrinkie-eurorack-published/tree/main/Sluisbrinkie%20Toepler%2B	https://www.tindie.com/products/sluisbrinkie/sluisbrinkie-toepler-diy-kit/
HAVE - main table	Super Synthesis	2OPFM	2-operator FM voice	Open source	CC0	https://github.com/supersynthesis/eurorack/blob/main/Production%20Modules/2OPFM/2OPFM_REV5_SCHEMATIC.pdf		https://github.com/supersynthesis/eurorack		https://midwestmodular.com
HAVE - main table	Super Synthesis	CHORUS	Chorus	Open source	CC0			https://github.com/supersynthesis/eurorack		https://midwestmodular.com
HAVE - main table	Super Synthesis	EG	Envelope (cycling)	Open source	CC0	https://github.com/supersynthesis/eurorack/blob/main/Production%20Modules/EG/EG_REV1_SCHEMATIC.pdf		https://github.com/supersynthesis/eurorack		https://midwestmodular.com
HAVE - main table	Super Synthesis	PHRSR	Phaser	Open source	CC0	https://github.com/supersynthesis/eurorack/blob/main/Production%20Modules/PHRSR/PHRSR_REV7_SCHEMATIC.pdf		https://github.com/supersynthesis/eurorack		https://midwestmodular.com
HAVE - main table	Super Synthesis	ROOM	Reverb	Open source	CC0			https://github.com/supersynthesis/eurorack		https://midwestmodular.com
HAVE - main table	Super Synthesis	SCANNER	1-to-4 triangle CV generator (scanning / crossfade)	Open source	CC0	https://github.com/supersynthesis/eurorack/blob/main/Production%20Modules/SCANNER/SCANNER_REV2_SCHEMATIC.pdf		https://github.com/supersynthesis/eurorack		https://midwestmodular.com
HAVE - main table	Super Synthesis	SVFs	State-variable filter	Open source	CC0	https://github.com/supersynthesis/eurorack/blob/main/Production%20Modules/SVFs/SVFs_REV3_SCHEMATIC.pdf		https://github.com/supersynthesis/eurorack		https://midwestmodular.com
HAVE - main table	Super Synthesis	TVCA	Dual-input VCA with distortion	Open source	CC0	https://github.com/supersynthesis/eurorack/blob/main/Production%20Modules/TVCA/TVCA_REV3_SCHEMATIC.pdf		https://github.com/supersynthesis/eurorack		https://midwestmodular.com
HAVE - main table	Super Synthesis	VCAs	Quad VCA	Open source	CC0	https://github.com/supersynthesis/eurorack/blob/main/Production%20Modules/VCAs/VCAs_REV2_SCHEMATIC.pdf		https://github.com/supersynthesis/eurorack		https://midwestmodular.com
HAVE - main table	Synthrotek	ADSR	ADSR/AR envelope	Proprietary	No licence published				https://www.synthrotek.com/kit-assembly-instructions/modular-circuit-assembly-instructions/adsr-assembly-instructions/	https://www.synthrotek.com/products/modular-circuits/adsr/
HAVE - main table	TOIL Modular	RAT	Dual RAT-style distortion	Open source	No open licence published, treat as all rights reserved	https://github.com/TOILmodular/RAT/blob/main/Schematic/Schematic.pdf		https://github.com/TOILmodular/RAT	https://github.com/TOILmodular/RAT/blob/main/README.md	
HAVE - main table	Voxmachina	Su Su	Bipolar PSU (±12V)	Proprietary	MIT covers the repo's software, no hardware licence	https://github.com/musicdevghost/eurorack/blob/main/SU%20SU%20-%20POWER%20SUPPLY/Schematics/schematic.pdf		https://github.com/musicdevghost/eurorack	https://github.com/musicdevghost/eurorack/tree/main/SU%20SU%20-%20POWER%20SUPPLY	
HAVE - main table	Winterbloom	Castor & Pollux	Dual Juno-inspired oscillator	Open source	Hardware CERN-OHL-P v2, panel CC BY-SA 4.0, firmware MIT	https://github.com/wntrblm/Castor_and_Pollux/blob/main/hardware/mainboard/mainboard.pdf		https://github.com/wntrblm/Castor_and_Pollux	https://github.com/wntrblm/Castor_and_Pollux/tree/main/user_guide	https://winterbloom.com/shop/castor-and-pollux-kit/
HAVE - main table	Winterbloom	Helium	Buffered mult + precision adder	Open source	Hardware CERN-OHL-P v2, panel CC BY-SA 4.0, firmware MIT	https://github.com/wntrblm/Helium/tree/main/hardware		https://github.com/wntrblm/Helium	https://helium.wntr.dev/	https://winterbloom.com/shop/helium/
HAVE - main table	Winterbloom	Neptune	Diode-ladder filter with drive	Open source	Hardware CERN-OHL-P v2, panel CC BY-SA 4.0, firmware MIT	https://github.com/wntrblm/Neptune/tree/main/hardware		https://github.com/wntrblm/Neptune	https://neptune.wntr.dev/	https://winterbloom.com/shop/neptune/
HAVE - main table	Winterbloom	Sol	USB MIDI-to-CV/gate	Open source	Hardware CERN-OHL-P v2, panel CC BY-SA 4.0, firmware MIT	https://github.com/wntrblm/Sol/tree/master/hardware		https://github.com/wntrblm/Sol	https://github.com/wntrblm/Sol/tree/master/user_guide	https://winterbloom.com/shop/sol/
HAVE - main table	Winterbloom	Speak to Me	Headphone / speaker output	Open source	Hardware CERN-OHL-P v2, panel CC BY-SA 4.0, firmware MIT	https://github.com/wntrblm/Speak_to_Me/tree/main/hardware		https://github.com/wntrblm/Speak_to_Me	https://github.com/wntrblm/Speak_to_Me/tree/main/user_guide	https://winterbloom.com/shop/speak-to-me/
HAVE - main table	abluenautilus	Tap-O-Matic (DDV)	Multi-tap delay (based on the OAM Time Machine)	Open source	No open licence published, treat as all rights reserved	https://github.com/abluenautilus/Tap-O-Matic-DDV/tree/main/kicad		https://github.com/abluenautilus/Tap-O-Matic-DDV	https://docs.google.com/document/d/1rPKsOXEx5abdQNxCypnp2nViSWlIubEysEng-fZd7tw/edit	
HAVE - main table	diysynth	3320 VCF	Filter (AS3320)	Open source	Hardware and schematics CC BY-SA 4.0	https://github.com/diysynth/EURORACK-MODULES/blob/main/3320%20VCF%20(6HP)/3320VCFschematic.png		https://github.com/diysynth/EURORACK-MODULES	https://github.com/diysynth/EURORACK-MODULES/tree/main/3320%20VCF%20(6HP)	
HAVE - main table	diysynth	Buffered Multiple	Utility	Open source	Hardware and schematics CC BY-SA 4.0	https://github.com/diysynth/EURORACK-MODULES/blob/main/BUFFERED%20MULTIPLE%20(3HP)/Schematic_BufferedMulti.png		https://github.com/diysynth/EURORACK-MODULES	https://github.com/diysynth/EURORACK-MODULES/tree/main/BUFFERED%20MULTIPLE%20(3HP)	
HAVE - main table	diysynth	Cycling Envelope Generator	Envelope / LFO	Open source	Hardware and schematics CC BY-SA 4.0	https://github.com/diysynth/EURORACK-MODULES/blob/main/CYCLING%20ENVELOPE%20GENERATOR%20(4HP)/CYCENV_Schematics.png		https://github.com/diysynth/EURORACK-MODULES	https://github.com/diysynth/EURORACK-MODULES/tree/main/CYCLING%20ENVELOPE%20GENERATOR%20(4HP)	
HAVE - main table	diysynth	DigiLFO	LFO	Open source	Hardware and schematics CC BY-SA 4.0	https://github.com/diysynth/EURORACK-MODULES/blob/main/DIGILFO%20(6HP)/digiLFOschematic.png		https://github.com/diysynth/EURORACK-MODULES	https://github.com/diysynth/EURORACK-MODULES/tree/main/DIGILFO%20(6HP)	
HAVE - main table	diysynth	Looping A-R	Envelope	Open source	Hardware and schematics CC BY-SA 4.0	https://github.com/diysynth/EURORACK-MODULES/blob/main/LOOPING%20A-R/loop-ar-schematic.png		https://github.com/diysynth/EURORACK-MODULES	https://github.com/diysynth/EURORACK-MODULES/tree/main/LOOPING%20A-R	
HAVE - main table	diysynth	Noise Lab	Noise	Open source	Hardware and schematics CC BY-SA 4.0	https://github.com/diysynth/EURORACK-MODULES/blob/main/NOISE%20LAB%20(3HP)/Schematic_NoiseLab.png		https://github.com/diysynth/EURORACK-MODULES	https://github.com/diysynth/EURORACK-MODULES/tree/main/NOISE%20LAB%20(3HP)	
HAVE - main table	diysynth	Offset-Gain Utility	Utility	Open source	Hardware and schematics CC BY-SA 4.0	https://github.com/diysynth/EURORACK-MODULES/blob/main/OFFSET-GAIN%20UTILITY%20(4HP)/OffsetGain_Schematic.png		https://github.com/diysynth/EURORACK-MODULES	https://github.com/diysynth/EURORACK-MODULES/tree/main/OFFSET-GAIN%20UTILITY%20(4HP)	
HAVE - main table	diysynth	PSU	Power supply	Open source	Hardware and schematics CC BY-SA 4.0	https://github.com/diysynth/EURORACK-MODULES/blob/main/PSU%20(6HP)/PSU_schematic.png		https://github.com/diysynth/EURORACK-MODULES	https://github.com/diysynth/EURORACK-MODULES/tree/main/PSU%20(6HP)	
HAVE - main table	diysynth	Passive Low Pass Gate	Low-pass gate	Open source	Hardware and schematics CC BY-SA 4.0	https://github.com/diysynth/EURORACK-MODULES/blob/main/PASSIVE%20LOW%20PASS%20GATE%20(2HP)/LPG_schematic.png		https://github.com/diysynth/EURORACK-MODULES	https://github.com/diysynth/EURORACK-MODULES/tree/main/PASSIVE%20LOW%20PASS%20GATE%20(2HP)	
HAVE - main table	diysynth	Sub Modulator	Sub-osc / ring mod	Open source	Hardware and schematics CC BY-SA 4.0	https://github.com/diysynth/EURORACK-MODULES/blob/main/SUB%20MODULATOR%20(6HP)/SubMod_Schematics.png		https://github.com/diysynth/EURORACK-MODULES	https://github.com/diysynth/EURORACK-MODULES/tree/main/SUB%20MODULATOR%20(6HP)	
HAVE - same collection as mzuelch/CATs-Eurosynth (Sync LFO = p661)	Modulove	SYNC LFO	Clock synced Arduino LFO	Proprietary	MIT covers the firmware, no hardware licence			https://github.com/modulove/CATs-Eurosynth/tree/main/Modules/HAGIWO/Sync%20LFO	https://dl.modulove.de/module/synclfo/index.html	https://www.tindie.com/products/modulove/clock-sync-lfo-arduino-eurorack-modul/
HAVE - triage DEFERRED: user: primarily video modules - set aside for later; a later pass would pick out any non-v	Syntonie	VU006 Quadrature Oscillator	Quadrature oscillator (video synthesis)	Proprietary	No open licence published, treat as all rights reserved			https://github.com/Syntonie/documentation		https://modularaddict.com/vu006-syntonie
HAVE - triage OUT: closed hardware (CCTV Coven LFO kit); build guide cctv.fm/post/coven-lfo-build-guide has a	CCTV.fm	Coven LFO	Digital quad LFO with clock sync and division	Proprietary	Firmware GPL-3.0, no hardware licence			https://github.com/cctvfm/covenlfo	https://www.cctv.fm/post/coven-lfo-build-guide	https://www.tindie.com/products/cctv/coven-lfo-diy-eurorack-digital-lfo-kit/
HAVE - triage OUT: closed hardware (Neutral Labs Pip); schematic JPG on neutral-labs.com/pip -> listed in the	Neutral Labs	Pip	Dual clocked CV generator, complex LFO and CV recorder	Proprietary	Firmware released to the public domain, no hardware licence			https://github.com/neutral-labs/pip	https://neutral-labs.com/sb/pip-downloads/Pip-v1.1-build-guide.pdf	https://neutral-labs.com/pip
EXTRA, not in the sheet - Isaac Beers product with a published schematic	Isaac Beers	4094 shift register				https://isaacbeers.square.site/uploads/b/a029a0b0-d7a4-11ed-a402-c9f57f4c154c/BEERS-4094-BOM-schem.pdf	product page links it as schematic (2026-09-26)			https://isaacbeers.square.site/product/4094/ZITRUIOZ3L5GAA3BQU4EPQVW
EXTRA, not in the sheet - Isaac Beers product with a published schematic	Isaac Beers	divide by n				https://isaacbeers.square.site/uploads/b/a029a0b0-d7a4-11ed-a402-c9f57f4c154c/BEERS-dividebyn-schem.pdf	product page links it as schematic (2026-09-26)			https://isaacbeers.square.site/product/divide-by-n/XBBLZUKG46Z6AYMOOMJUJE4M
EXTRA, not in the sheet - Isaac Beers product with a published schematic	Isaac Beers	4070 XOR				https://isaacbeers.square.site/uploads/b/a029a0b0-d7a4-11ed-a402-c9f57f4c154c/BEERS-4070-BOM-schem.pdf	product page links it as schematic (2026-09-26)			https://isaacbeers.square.site/product/4070/VWRRN4AJIRXH6LCQJXLC42AZ
EXTRA, not in the sheet - Isaac Beers product with a published schematic	Isaac Beers	4026 7-segment display decade counter				https://isaacbeers.square.site/uploads/b/a029a0b0-d7a4-11ed-a402-c9f57f4c154c/BEERS-4026-schem.pdf	product page links it as schematic (2026-09-26)			https://isaacbeers.square.site/product/4026/VW4D2TIQD4EKUQU3WD5KPEND
EXTRA, not in the sheet - Isaac Beers product with a published schematic	Isaac Beers	Clipper				https://isaacbeers.square.site/uploads/b/a029a0b0-d7a4-11ed-a402-c9f57f4c154c/BEERS-Clipper-BOM-schem.pdf	product page links it as schematic (2026-09-26)			https://isaacbeers.square.site/product/clipper/M2TDWHBUSRC3SHGNAKPSEXSV
EXTRA, not in the sheet - Isaac Beers product with a published schematic	Isaac Beers	3phaseVCO				https://isaacbeers.square.site/uploads/b/a029a0b0-d7a4-11ed-a402-c9f57f4c154c/BEERS-3phaseVCO-schem_ODgzOD.pdf	product page links it as schematic (2026-09-26)			https://isaacbeers.square.site/product/3phasevco/HDJ55CL5I4PABPOR6ENZIGNX
EXTRA, not in the sheet - Isaac Beers product with a published schematic	Isaac Beers	SeqSw6				https://isaacbeers.square.site/uploads/b/a029a0b0-d7a4-11ed-a402-c9f57f4c154c/BEERS-SeqSw6-schem.pdf	product page links it as schematic (2026-09-26)			https://isaacbeers.square.site/product/seqsw6/ED5UPANDULRXWO7PNSAX2CIY
EXTRA, not in the sheet - Isaac Beers product with a published schematic	Isaac Beers	Bigger Dumber Sequencer (16-step version)				https://isaacbeers.square.site/uploads/b/a029a0b0-d7a4-11ed-a402-c9f57f4c154c/BEERS-BiggerDumber16-schem_ODU1Mj.pdf	product page links it as schematic (2026-09-26)			https://isaacbeers.square.site/product/bigger-dumber-sequencer-16-step-version-/22
EXTRA, not in the sheet - Isaac Beers product with a published schematic	Isaac Beers	Big Dumb Sequencer				https://isaacbeers.square.site/uploads/b/a029a0b0-d7a4-11ed-a402-c9f57f4c154c/BEERS-BigDumb-schem1.pdf	product page links it as schematic (2026-09-26)			https://isaacbeers.square.site/product/big-dumb-sequencer/21
EXTRA, not in the sheet - Isaac Beers product with a published schematic	Isaac Beers	4054x2 data latch				https://isaacbeers.square.site/uploads/b/a029a0b0-d7a4-11ed-a402-c9f57f4c154c/BEERS-4054x2-schem.pdf	product page links it as schematic (2026-09-26)			https://isaacbeers.square.site/product/4054x2/10
EXTRA, not in the sheet - Synthrotek eurorack module with a published schematic	Synthrotek	308				https://www.synthrotek.com/products/modular-circuits/308-2/308-schematic/	listed in the site schematic menu under modular circuits (2026-09-26)			
EXTRA, not in the sheet - Synthrotek eurorack module with a published schematic	Synthrotek	Quadrangle				https://www.synthrotek.com/products/modular-circuits/quadrangle/quadrangle-schematic/	listed in the site schematic menu under modular circuits (2026-09-26)			
EXTRA, not in the sheet - Synthrotek eurorack module with a published schematic	Synthrotek	Eurorack Combine-OR				https://www.synthrotek.com/products/modular-circuits/eurorack-combine-or-module/eurorack-combine-or-schematic/	listed in the site schematic menu under modular circuits (2026-09-26)			
EXTRA, not in the sheet - Synthrotek eurorack module with a published schematic	Synthrotek	Eurorack Either-OR				https://www.synthrotek.com/products/modular-circuits/eurorack-either-or-module/eurorack-either-or-schematic/	listed in the site schematic menu under modular circuits (2026-09-26)			
EXTRA, not in the sheet - Synthrotek eurorack module with a published schematic	Synthrotek	VCA				https://www.synthrotek.com/products/modular-circuits/vca/vca-schematic/	listed in the site schematic menu under modular circuits (2026-09-26)			
EXTRA, not in the sheet - CCTV build guide mentions a schematic; format not checked	CCTV.fm	Ouija				https://www.cctv.fm/post/ouija-build-guide	build guide page has an 'Ouija schematic' caption (2026-09-26)			
EXTRA, not in the sheet - CCTV build guide mentions a schematic; format not checked	CCTV.fm	MS-420				https://www.cctv.fm/post/ms-420-build-guide	build guide page has a SCHEMATIC heading (2026-09-26)			
EXTRA, not in the sheet - CCTV build guide mentions a schematic; format not checked	CCTV.fm	Fade4				https://www.cctv.fm/post/fade4	post has a Schematic heading (2026-09-26)			
EXTRA, not in the sheet - Erica EDU module with a schematic in its manual	Erica Synths	EDU Hi-Hat				https://www.ericasynths.lv/service/file/download/product_id/798/file_id/504/#page=50	vector-drawing page after the assembly appendix; same layout as the checked EDU manuals (2026-09-26)			
EXTRA, not in the sheet - Erica EDU module with a schematic in its manual	Erica Synths	EDU FM Drum				https://www.ericasynths.lv/service/file/download/product_id/796/file_id/585/#page=64	vector-drawing page after the assembly appendix; same layout as the checked EDU manuals (2026-09-26)			
EXTRA, not in the sheet - Erica EDU module with a schematic in its manual	Erica Synths	EDU Snare Drum				https://www.ericasynths.lv/service/file/download/product_id/819/file_id/530/#page=44	vector-drawing page after the assembly appendix; same layout as the checked EDU manuals (2026-09-26)			
EXTRA, not in the sheet - Erica EDU module with a schematic in its manual	Erica Synths	EDU Drum Mixer				https://www.ericasynths.lv/service/file/download/product_id/1161/file_id/614/#page=42	vector-drawing page after the assembly appendix; same layout as the checked EDU manuals (2026-09-26)			
